stu_no,q1_accuracy,q1_score_pct,q1_avg_time_sec,q1_easy_accuracy,q1_medium_accuracy,q1_hard_accuracy,q1_slow_wrong_ratio,q1_fast_wrong_ratio,q1_num_topics_below_50pct,q1_weakest_topic_score,q1_topic_Algorithm_Design,q1_topic_Arrays,q1_topic_Code_Tracing,q1_topic_Conditional_Statements,q1_topic_Data_Types,q1_topic_Debugging,q1_topic_Expressions,q1_topic_Flowcharts_and_Algorithms,q1_topic_Functions,q1_topic_Input_and_Output,q1_topic_Loops,q1_topic_Nested_Loops,q1_topic_Operators,q1_topic_Strings,q1_topic_Variables_and_Identifiers,q2_accuracy,q2_score_pct,q2_avg_time_sec,q2_easy_accuracy,q2_medium_accuracy,q2_hard_accuracy,q2_slow_wrong_ratio,q2_fast_wrong_ratio,q2_num_topics_below_50pct,q2_weakest_topic_score,q2_topic_Arrays_2D,q2_topic_Classes_and_Objects,q2_topic_Complexity_Analysis,q2_topic_Debugging_Advanced,q2_topic_Exception_Handling,q2_topic_File_Handling,q2_topic_Functions,q2_topic_Inheritance,q2_topic_Loops,q2_topic_OOP_Basics,q2_topic_Pointers_and_References,q2_topic_Recursion,q2_topic_Searching_Algorithms,q2_topic_Sorting_Algorithms,q2_topic_Strings_Advanced,q3_accuracy,q3_score_pct,q3_avg_time_sec,q3_easy_accuracy,q3_medium_accuracy,q3_hard_accuracy,q3_slow_wrong_ratio,q3_fast_wrong_ratio,q3_num_topics_below_50pct,q3_weakest_topic_score,q3_topic_Abstract_Classes,q3_topic_Algorithm_Patterns,q3_topic_Code_Optimisation,q3_topic_Debugging_Complex,q3_topic_Design_Patterns,q3_topic_Dynamic_Programming,q3_topic_Graphs_Basics,q3_topic_Interfaces,q3_topic_Linked_Lists,q3_topic_OOP_Advanced,q3_topic_Polymorphism,q3_topic_Problem_Decomposition,q3_topic_Stack_and_Queue,q3_topic_Testing_Basics,q3_topic_Trees_Basics,trend_q1_q2,trend_q2_q3,trend_q1_q3,final_mark,final_grade,passed,risk_label
STU0913,0.3333,33.33,56.33,0.7,0.1667,0.125,0.4,0.0,9,0.0,0.0,0.3333,0.0,0.5,0.5,0.0,0.0,1.0,0.3333,1.0,0.3333,0.0,0.5,0.6667,0.0,0.4333,43.33,80.2,0.6,0.2727,0.5,0.3667,0.0,5,0.0,0.5,0.0,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.6667,0.5,0.4,40.0,69.47,0.4,0.2727,0.5,0.3,0.0,8,0.0,0.0,0.0,1.0,0.0,0.5,0.6667,0.0,1.0,0.0,0.0,0.5,1.0,1.0,0.0,0.3333,10.0,-3.3299999999999983,6.670000000000002,41,D+,0,High
STU0914,0.2667,26.67,56.47,0.4,0.1667,0.25,0.4667,0.0,10,0.0,0.0,0.3333,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.3333,0.0,1.0,0.0,0.5,0.3333,33.33,87.13,0.8,0.4545,0.0714,0.4333,0.0,8,0.0,0.5,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.3333,0.5,0.3667,36.67,72.57,0.6,0.3636,0.2857,0.4333,0.0,9,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.3333,0.5,1.0,0.0,0.5,0.0,0.3333,6.659999999999997,3.3400000000000034,10.0,29,E,0,High
STU0915,0.5333,53.33,46.17,0.3,1.0,0.125,0.2667,0.0,4,0.0,0.0,0.6667,0.5,1.0,0.5,0.5,0.0,1.0,0.3333,1.0,0.6667,0.5,0.5,0.3333,0.5,0.5,50.0,74.63,0.6,0.4545,0.5,0.2667,0.0,4,0.0,0.5,1.0,0.5,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,0.0,0.6667,0.3333,0.5,0.6333,63.33,73.63,0.6,0.4545,0.7857,0.2,0.0,5,0.0,0.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,0.6667,1.0,0.0,1.0,1.0,1.0,0.3333,-3.3299999999999983,13.329999999999998,10.0,54,C,1,Medium
STU0916,0.6667,66.67,44.73,0.7,0.75,0.5,0.2667,0.0,3,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0,1.0,0.0,1.0,0.3333,0.5,1.0,0.6667,1.0,0.6333,63.33,72.77,0.8,0.6364,0.5714,0.2,0.0,4,0.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.5,1.0,1.0,0.0,0.5,0.6667,1.0,1.0,0.3667,36.67,79.13,0.6,0.3636,0.2857,0.2667,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,1.0,1.0,1.0,0.6667,-3.3400000000000034,-26.659999999999997,-30.0,59,C+,1,Medium
STU0917,0.7333,73.33,39.4,0.6,0.9167,0.625,0.1333,0.0,2,0.0,1.0,0.3333,0.5,1.0,1.0,1.0,1.0,1.0,0.6667,0.0,1.0,0.5,0.5,1.0,0.5,0.7,70.0,76.73,1.0,0.7273,0.5714,0.2,0.0,3,0.0,1.0,0.5,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6667,0.3333,0.5,0.7667,76.67,70.83,1.0,0.7273,0.7143,0.1667,0.0,2,0.3333,1.0,1.0,1.0,1.0,0.5,0.6667,1.0,1.0,0.3333,0.5,1.0,1.0,1.0,1.0,0.3333,-3.3299999999999983,6.670000000000002,3.3400000000000034,73,B+,1,Low
STU0918,0.8,80.0,37.07,1.0,0.8333,0.5,0.1667,0.0,3,0.0,0.0,0.3333,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,0.5667,56.67,81.03,0.2,0.7273,0.5714,0.1333,0.0,5,0.0,0.0,0.5,0.5,0.5,0.0,1.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.6333,63.33,79.6,0.6,0.4545,0.7857,0.2333,0.0,5,0.0,0.0,1.0,1.0,1.0,1.0,0.3333,0.0,1.0,0.0,0.5,1.0,1.0,1.0,0.0,0.6667,-23.33,6.659999999999997,-16.67,65,B,1,Low
STU0919,0.2667,26.67,59.8,0.4,0.1667,0.25,0.3667,0.0,9,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.3333,0.0,0.0,0.0,0.5,0.6667,0.5,0.3667,36.67,76.5,0.4,0.2727,0.4286,0.3667,0.0,7,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.6667,1.0,0.3667,36.67,78.8,0.4,0.2727,0.4286,0.2667,0.0,9,0.0,0.0,1.0,0.0,0.5,0.5,0.3333,0.5,1.0,0.3333,1.0,0.0,0.0,0.0,0.0,0.3333,10.0,0.0,10.0,43,D+,0,High
STU0920,0.8,80.0,39.8,1.0,0.75,0.625,0.2,0.0,2,0.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.6667,0.0,1.0,1.0,1.0,0.9,90.0,81.9,1.0,0.8182,0.9286,0.0667,0.0,0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.6667,1.0,1.0,0.6333,63.33,75.03,0.6,0.7273,0.5714,0.2667,0.0,4,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.3333,0.5,0.0,1.0,0.0,1.0,0.0,10.0,-26.67,-16.67,77,A-,1,Low
STU0921,0.5,50.0,46.27,0.7,0.5,0.25,0.4,0.0,5,0.0,1.0,0.3333,0.5,0.5,1.0,0.0,1.0,1.0,0.3333,1.0,0.0,0.5,1.0,0.6667,0.0,0.5667,56.67,75.63,0.8,0.5455,0.5,0.3,0.0,3,0.0,1.0,0.5,0.5,0.0,1.0,0.5,0.5,1.0,0.0,0.5,1.0,1.0,1.0,0.0,0.5,0.5,50.0,74.47,0.4,0.4545,0.5714,0.2,0.0,5,0.0,1.0,0.5,0.0,0.0,1.0,0.3333,0.5,0.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,6.670000000000002,-6.670000000000002,0.0,54,C,1,Medium
STU0922,0.6333,63.33,46.67,0.7,0.8333,0.25,0.2333,0.0,4,0.0,0.0,0.3333,0.5,0.5,1.0,0.5,1.0,1.0,0.3333,1.0,1.0,1.0,0.5,0.3333,1.0,0.4333,43.33,78.57,0.6,0.2727,0.5,0.2667,0.0,7,0.0,0.0,0.5,0.5,0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3333,0.6667,1.0,0.5,50.0,78.0,0.4,0.3636,0.6429,0.2,0.0,5,0.0,0.0,0.0,1.0,0.5,0.5,0.6667,0.0,1.0,0.6667,0.5,0.5,0.5,1.0,0.0,0.3333,-20.0,6.670000000000002,-13.329999999999998,56,C+,1,Medium
STU0923,0.6667,66.67,48.8,1.0,0.6667,0.25,0.3,0.0,3,0.0,1.0,0.6667,0.0,0.5,1.0,0.0,1.0,1.0,0.6667,1.0,0.3333,0.5,1.0,1.0,1.0,0.6667,66.67,69.13,0.6,0.6364,0.7143,0.1667,0.0,2,0.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.0,0.5,0.0,0.5,1.0,0.6667,0.5,0.6,60.0,73.8,0.6,0.5455,0.6429,0.1667,0.0,4,0.0,1.0,0.5,1.0,0.0,0.5,0.3333,0.5,0.0,1.0,1.0,0.5,0.5,1.0,0.0,0.6667,0.0,-6.670000000000002,-6.670000000000002,64,B-,1,Medium
STU0924,0.5,50.0,54.07,0.6,0.5,0.375,0.2667,0.0,6,0.0,0.0,0.6667,0.5,0.5,0.5,0.0,1.0,0.0,0.6667,0.0,0.3333,1.0,1.0,0.3333,0.5,0.3667,36.67,83.53,0.2,0.5455,0.2857,0.3667,0.0,5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.6667,0.0,0.5,0.4333,43.33,74.27,0.4,0.6364,0.2857,0.2333,0.0,6,0.0,0.0,1.0,1.0,0.0,0.5,0.6667,0.5,1.0,0.0,0.5,0.5,0.0,0.0,1.0,0.3333,-13.329999999999998,6.659999999999997,-6.670000000000002,46,C-,0,High
STU0925,0.6333,63.33,41.8,0.8,0.6667,0.375,0.2667,0.0,1,0.0,1.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,0.6667,1.0,0.6667,0.5,1.0,1.0,0.5,0.4667,46.67,71.2,0.6,0.5455,0.3571,0.3333,0.0,7,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,1.0,0.0,0.5,0.3333,0.0,1.0,0.6333,63.33,77.97,1.0,0.7273,0.4286,0.2667,0.0,2,0.0,1.0,0.0,0.0,0.5,0.5,0.6667,1.0,1.0,0.6667,0.5,0.5,0.5,1.0,1.0,1.0,-16.659999999999997,16.659999999999997,0.0,62,B-,1,Medium
STU0926,0.5333,53.33,48.7,0.7,0.5,0.375,0.2667,0.0,4,0.0,1.0,0.6667,0.0,0.0,1.0,0.5,1.0,1.0,0.3333,1.0,0.0,0.5,1.0,0.6667,0.5,0.3,30.0,77.5,0.4,0.2727,0.2857,0.4333,0.0,10,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0.3333,0.0,0.4333,43.33,74.03,0.4,0.3636,0.5,0.3333,0.0,6,0.0,1.0,0.5,0.5,0.5,0.5,0.6667,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,-23.33,13.329999999999998,-10.0,37,D,0,High
STU0927,0.2667,26.67,61.9,0.2,0.3333,0.25,0.4,0.0,9,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,1.0,0.3333,0.0,0.3333,0.0,0.5,0.0,0.5,0.2667,26.67,78.7,0.2,0.3636,0.2143,0.4,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.3333,0.6667,0.0,0.4,40.0,79.83,0.4,0.5455,0.2857,0.3667,0.0,7,0.0,1.0,0.0,0.5,1.0,0.0,0.6667,0.5,1.0,0.3333,0.5,0.0,0.0,0.0,0.0,0.6667,0.0,13.329999999999998,13.329999999999998,30,E,0,High
STU0928,0.6,60.0,42.8,0.6,0.6667,0.5,0.2333,0.0333,5,0.0,0.0,0.3333,0.5,1.0,0.5,1.0,0.0,0.0,0.6667,1.0,0.3333,0.5,1.0,0.6667,1.0,0.6333,63.33,73.5,0.6,0.6364,0.6429,0.1667,0.0,3,0.0,0.5,1.0,1.0,0.5,0.0,0.5,1.0,0.5,0.0,1.0,0.0,0.5,1.0,0.6667,0.5,0.4667,46.67,78.63,0.8,0.3636,0.4286,0.3,0.0,5,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,1.0,0.6667,1.0,0.5,0.5,0.5,1.0,0.3333,3.3299999999999983,-16.659999999999997,-13.329999999999998,79,A-,1,Low
STU0929,0.7333,73.33,43.1,0.9,0.8333,0.375,0.2,0.0,1,0.3333,1.0,0.6667,0.5,1.0,0.5,0.5,1.0,1.0,0.3333,1.0,0.6667,1.0,1.0,0.6667,1.0,0.8667,86.67,79.1,1.0,0.8182,0.8571,0.1333,0.0,0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.6667,1.0,1.0,0.8333,83.33,72.93,1.0,0.7273,0.8571,0.0667,0.0,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.6667,13.340000000000003,-3.3400000000000034,10.0,77,A-,1,Low
STU0930,0.2333,23.33,63.9,0.4,0.25,0.0,0.4667,0.0,10,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.6667,0.0,0.0,0.6667,0.0,0.3667,36.67,78.43,0.4,0.0909,0.5714,0.3,0.0,7,0.0,0.0,0.5,0.0,0.5,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.5,0.6667,0.0,0.5,0.5667,56.67,70.03,0.8,0.4545,0.5714,0.2333,0.0,5,0.0,1.0,0.5,0.0,0.0,0.5,0.3333,0.5,1.0,0.6667,0.0,1.0,1.0,1.0,0.0,1.0,13.340000000000003,20.0,33.34,39,D,0,High
STU0931,0.4333,43.33,45.57,0.6,0.5,0.125,0.3667,0.0,8,0.0,0.0,0.3333,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6667,0.0,1.0,0.6667,1.0,0.2667,26.67,87.67,0.4,0.1818,0.2857,0.4,0.0,10,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.3333,0.0,0.3,30.0,80.77,0.0,0.3636,0.3571,0.3333,0.0,10,0.0,0.0,0.0,0.0,0.0,0.5,0.3333,0.5,0.0,0.3333,0.0,0.0,0.5,0.5,0.0,1.0,-16.659999999999997,3.3299999999999983,-13.329999999999998,33,E,0,High
STU0932,0.4333,43.33,47.17,0.6,0.4167,0.25,0.4,0.0,7,0.0,1.0,0.3333,1.0,0.0,0.5,0.5,1.0,0.0,0.3333,1.0,0.3333,0.0,0.5,0.6667,0.0,0.5,50.0,83.8,0.6,0.5455,0.4286,0.2333,0.0,6,0.0,0.5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,1.0,0.6667,0.6667,0.0,0.5,50.0,68.83,1.0,0.3636,0.4286,0.2667,0.0,5,0.0,1.0,0.5,0.0,1.0,0.5,0.6667,0.0,1.0,0.3333,0.5,0.5,0.5,1.0,0.0,0.3333,6.670000000000002,0.0,6.670000000000002,58,C+,1,Medium
STU0933,0.5,50.0,53.53,0.7,0.5833,0.125,0.2667,0.0,5,0.0,0.0,0.6667,0.5,0.0,1.0,0.5,1.0,0.0,0.0,1.0,0.3333,0.5,1.0,0.6667,0.5,0.2667,26.67,84.37,0.4,0.2727,0.2143,0.5,0.0,9,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.3333,0.0,1.0,0.3,30.0,73.83,0.2,0.1818,0.4286,0.2667,0.0,9,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.3333,-23.33,3.3299999999999983,-20.0,37,D,0,High
STU0934,0.5,50.0,44.37,0.5,0.6667,0.25,0.2667,0.0,5,0.0,0.0,0.6667,0.5,1.0,1.0,0.0,1.0,0.0,0.6667,0.0,0.0,0.5,0.5,0.6667,0.5,0.3333,33.33,81.93,0.4,0.2727,0.3571,0.3667,0.0,8,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.3333,0.6667,1.0,0.3667,36.67,79.0,0.6,0.2727,0.3571,0.4333,0.0,7,0.0,1.0,0.0,0.5,0.5,0.5,0.0,1.0,0.0,0.3333,1.0,0.5,0.0,0.5,0.0,0.0,-16.67,3.3400000000000034,-13.329999999999998,38,D,0,High
STU0935,0.6,60.0,45.27,0.6,0.75,0.375,0.2667,0.0,5,0.0,0.0,0.3333,1.0,0.5,0.5,0.5,0.0,0.0,0.6667,0.0,1.0,1.0,1.0,0.6667,0.5,0.4,40.0,80.13,0.6,0.3636,0.3571,0.3333,0.0,6,0.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.5,0.5,0.0,0.0,1.0,0.0,0.3333,0.0,0.6667,66.67,74.37,0.8,0.6364,0.6429,0.2,0.0,2,0.0,0.0,0.0,0.5,0.5,1.0,0.6667,0.5,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,-20.0,26.67,6.670000000000002,57,C+,1,Medium
STU0936,0.2333,23.33,64.17,0.3,0.3333,0.0,0.3333,0.0,9,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.3333,1.0,0.0,0.0,0.5,0.0,0.5,0.3333,33.33,83.57,0.2,0.1818,0.5,0.3333,0.0,8,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.3333,0.6667,0.5,0.4333,43.33,72.97,0.4,0.2727,0.5714,0.2667,0.0,6,0.0,0.0,0.5,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.5,0.5,1.0,1.0,0.0,0.3333,10.0,10.0,20.0,25,E,0,High
STU0937,0.5333,53.33,42.4,0.5,0.3333,0.875,0.2333,0.0,6,0.0,1.0,0.3333,1.0,0.5,0.5,0.5,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,0.3333,33.33,78.9,0.2,0.2727,0.4286,0.3333,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,1.0,0.6667,0.3333,0.5,0.5,50.0,68.3,0.6,0.5455,0.4286,0.2,0.0,5,0.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,-20.0,16.67,-3.3299999999999983,45,C-,0,High
STU0938,0.4667,46.67,44.97,0.6,0.5,0.25,0.3667,0.0,7,0.0,0.0,0.3333,0.0,0.5,0.5,0.0,0.0,1.0,0.3333,1.0,0.3333,0.5,1.0,0.6667,1.0,0.4333,43.33,71.33,0.4,0.3636,0.5,0.2667,0.0,6,0.0,1.0,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,0.3333,0.3333,1.0,0.6333,63.33,70.47,0.8,0.4545,0.7143,0.2333,0.0,3,0.0,1.0,0.5,0.5,1.0,0.5,0.3333,0.0,1.0,0.6667,0.0,1.0,0.5,1.0,1.0,1.0,-3.3400000000000034,20.0,16.659999999999997,64,B-,1,Medium
STU0939,0.8,80.0,45.33,1.0,0.8333,0.5,0.2,0.0,0,0.5,1.0,0.6667,0.5,1.0,1.0,0.5,1.0,1.0,0.6667,1.0,1.0,0.5,1.0,1.0,0.5,0.8667,86.67,74.37,0.8,1.0,0.7857,0.1,0.0,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6667,1.0,0.8,80.0,78.27,0.6,0.9091,0.7857,0.1333,0.0,2,0.0,0.0,1.0,1.0,1.0,0.5,0.6667,1.0,0.0,0.6667,1.0,1.0,0.5,1.0,1.0,1.0,6.670000000000002,-6.670000000000002,0.0,77,A-,1,Low
STU0940,0.3667,36.67,60.8,0.8,0.1667,0.125,0.4333,0.0,6,0.0,0.0,0.3333,0.0,0.5,0.5,0.5,1.0,0.0,0.6667,1.0,0.0,0.5,0.5,0.0,0.5,0.4,40.0,76.63,0.8,0.0909,0.5,0.3667,0.0,9,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.3333,0.3333,0.5,0.3333,33.33,73.53,0.4,0.3636,0.2857,0.3333,0.0,9,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.3333,0.5,0.0,0.0,0.5,0.0,1.0,3.3299999999999983,-6.670000000000002,-3.3400000000000034,44,D+,0,High
STU0941,0.3333,33.33,67.47,0.6,0.25,0.125,0.4333,0.0,7,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.3333,1.0,0.0,0.5,0.5,0.6667,0.5,0.3667,36.67,75.07,0.4,0.2727,0.4286,0.3667,0.0,7,0.0,1.0,0.5,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.3333,0.0,0.5,0.4,40.0,78.5,0.4,0.5455,0.2857,0.3333,0.0,7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.6667,0.0,0.0,1.0,0.0,1.0,0.6667,3.3400000000000034,3.3299999999999983,6.670000000000002,33,E,0,High
STU0942,0.9,90.0,43.47,1.0,0.9167,0.75,0.1,0.0,1,0.0,0.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333,83.33,70.57,0.8,0.8182,0.8571,0.0333,0.0,3,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.3333,1.0,1.0,0.9667,96.67,67.17,1.0,0.9091,1.0,0.0,0.0,0,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,-6.670000000000002,13.340000000000003,6.670000000000002,86,A+,1,Low
STU0943,0.6,60.0,43.63,0.5,0.5833,0.75,0.2333,0.0,4,0.0,1.0,0.6667,1.0,0.0,0.5,1.0,0.0,0.0,0.3333,1.0,0.6667,0.5,0.5,0.6667,1.0,0.5333,53.33,73.07,0.4,0.4545,0.6429,0.2,0.0,5,0.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.6667,1.0,0.6333,63.33,75.03,0.4,0.6364,0.7143,0.2,0.0,5,0.0,0.0,0.5,0.0,1.0,1.0,0.6667,1.0,0.0,1.0,0.5,1.0,1.0,0.5,0.0,0.3333,-6.670000000000002,10.0,3.3299999999999983,58,C+,1,Medium
STU0944,0.6333,63.33,42.53,0.8,0.6667,0.375,0.3,0.0,4,0.0,0.0,0.3333,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.3333,0.5,0.0,1.0,0.5,0.5,50.0,79.83,0.6,0.4545,0.5,0.2333,0.0,6,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,1.0,0.5,0.0,0.0,1.0,0.6667,0.6667,1.0,0.6333,63.33,76.1,0.6,0.6364,0.6429,0.1667,0.0,3,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.6667,-13.329999999999998,13.329999999999998,0.0,70,B+,1,Low
STU0945,0.3667,36.67,55.47,0.5,0.4167,0.125,0.4,0.0,7,0.0,0.0,0.6667,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.6667,0.0,0.5,0.6667,0.5,0.4333,43.33,78.07,0.2,0.4545,0.5,0.2333,0.0,7,0.0,0.5,0.5,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.3333,0.0,0.4,40.0,79.43,0.8,0.4545,0.2143,0.3667,0.0,6,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.6667,0.5,0.0,1.0,0.5,1.0,0.3333,6.659999999999997,-3.3299999999999983,3.3299999999999983,51,C,1,Medium
STU0946,0.4,40.0,52.87,0.5,0.5,0.125,0.3333,0.0,7,0.0,0.0,0.6667,0.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.3333,0.0,0.2667,26.67,85.47,0.6,0.2727,0.1429,0.3333,0.0,9,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.5,0.0,0.3333,1.0,0.3667,36.67,72.67,0.8,0.2727,0.2857,0.4,0.0,7,0.0,1.0,0.5,1.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,-13.329999999999998,10.0,-3.3299999999999983,37,D,0,High
STU0947,0.9667,96.67,39.1,1.0,1.0,0.875,0.0333,0.0,0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,90.0,64.67,1.0,0.8182,0.9286,0.0667,0.0,2,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6667,1.0,1.0,0.8667,86.67,72.3,0.8,1.0,0.7857,0.0667,0.0,0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.6667,1.0,1.0,0.5,0.5,1.0,1.0,-6.670000000000002,-3.3299999999999983,-10.0,89,A+,1,Low
STU0948,0.6333,63.33,39.87,0.8,0.5833,0.5,0.2,0.0,2,0.0,1.0,1.0,0.5,0.5,0.0,0.5,1.0,1.0,0.6667,1.0,0.6667,0.0,1.0,0.6667,0.5,0.6667,66.67,69.77,0.8,0.7273,0.5714,0.1333,0.0,2,0.0,1.0,0.5,0.0,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.0,1.0,1.0,0.6667,0.5,0.5667,56.67,75.8,0.6,0.5455,0.5714,0.2,0.0,4,0.0,0.0,0.5,1.0,0.5,0.5,0.3333,0.5,1.0,0.6667,0.0,0.5,1.0,1.0,1.0,0.3333,3.3400000000000034,-10.0,-6.659999999999997,73,B+,1,Low
STU0949,0.8333,83.33,42.73,0.9,1.0,0.5,0.1333,0.0,1,0.0,1.0,0.6667,0.5,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.6667,1.0,1.0,1.0,1.0,0.8333,83.33,74.83,0.6,0.8182,0.9286,0.0667,0.0,1,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.6667,1.0,0.5,0.5667,56.67,65.97,0.8,0.4545,0.5714,0.3,0.0,3,0.0,1.0,0.0,1.0,0.5,0.5,0.0,1.0,1.0,0.6667,0.5,1.0,0.5,0.5,1.0,0.3333,0.0,-26.659999999999997,-26.659999999999997,76,A-,1,Low
