stu_no,q1_accuracy,q1_score_pct,q1_avg_time_sec,q1_easy_accuracy,q1_medium_accuracy,q1_hard_accuracy,q1_slow_wrong_ratio,q1_fast_wrong_ratio,q1_num_topics_below_50pct,q1_weakest_topic_score,q1_topic_Algorithm_Design,q1_topic_Arrays,q1_topic_Code_Tracing,q1_topic_Conditional_Statements,q1_topic_Data_Types,q1_topic_Debugging,q1_topic_Expressions,q1_topic_Flowcharts_and_Algorithms,q1_topic_Functions,q1_topic_Input_and_Output,q1_topic_Loops,q1_topic_Nested_Loops,q1_topic_Operators,q1_topic_Strings,q1_topic_Variables_and_Identifiers,final_mark,final_grade,passed,risk_label
STU0836,0.4333,43.33,52.07,0.7,0.4167,0.125,0.3333,0.0,7,0.0,0.0,0.3333,0.0,1.0,0.0,0.0,1.0,1.0,0.6667,1.0,0.3333,0.5,0.5,0.3333,0.5,44,D+,0,High
STU0837,0.6,60.0,46.33,0.6,0.5833,0.625,0.2333,0.0333,2,0.0,1.0,0.6667,0.5,0.5,1.0,1.0,1.0,1.0,0.6667,1.0,0.6667,0.5,0.5,0.0,0.0,65,B,1,Low
STU0838,0.3,30.0,58.27,0.2,0.4167,0.25,0.3667,0.0,11,0.0,0.0,0.3333,0.0,1.0,0.0,0.5,0.0,0.0,0.3333,0.0,0.3333,0.0,0.0,0.6667,0.5,26,E,0,High
STU0839,0.5333,53.33,53.77,0.7,0.6667,0.125,0.3333,0.0,6,0.0,0.0,0.6667,1.0,1.0,0.5,0.0,0.0,1.0,0.6667,1.0,0.3333,0.5,1.0,0.3333,0.0,63,B-,1,Medium
STU0840,0.6333,63.33,40.37,0.8,0.5833,0.5,0.2333,0.0,4,0.0,1.0,0.3333,0.5,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,0.3333,1.0,0.0,0.3333,0.5,62,B-,1,Medium
STU0841,0.5,50.0,49.27,0.6,0.5833,0.25,0.3333,0.0,6,0.0,0.0,0.3333,1.0,1.0,0.5,0.0,0.0,1.0,0.6667,1.0,0.0,0.5,1.0,0.3333,0.5,27,E,0,High
STU0842,0.2667,26.67,59.17,0.4,0.25,0.125,0.3333,0.0,10,0.0,0.0,0.6667,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3333,1.0,35,D,0,High
STU0843,0.5,50.0,45.37,0.6,0.5,0.375,0.3333,0.0333,8,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.3333,1.0,1.0,0.0,1.0,0.3333,0.0,34,E,0,High
STU0844,0.7333,73.33,43.83,0.9,0.8333,0.375,0.2333,0.0,3,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.6667,1.0,0.6667,0.5,1.0,0.6667,1.0,74,B+,1,Low
STU0845,0.6667,66.67,45.73,0.9,0.5833,0.5,0.2333,0.0,3,0.0,0.0,0.3333,0.5,1.0,1.0,0.5,1.0,1.0,0.6667,1.0,0.3333,0.5,0.5,1.0,1.0,59,C+,1,Medium
STU0846,0.7,70.0,46.97,0.8,0.9167,0.25,0.2333,0.0,1,0.0,1.0,0.6667,0.0,0.5,0.5,1.0,1.0,1.0,0.6667,1.0,0.6667,0.5,1.0,0.6667,1.0,67,B,1,Low
STU0847,0.3333,33.33,52.43,0.5,0.3333,0.125,0.4,0.0,8,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.3333,0.0,0.6667,0.0,0.5,0.6667,0.5,36,D,0,High
STU0848,0.9333,93.33,39.33,1.0,0.9167,0.875,0.0667,0.0,0,0.6667,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,85,A+,1,Low
STU0849,0.7667,76.67,45.0,1.0,0.6667,0.625,0.2,0.0,1,0.3333,1.0,0.6667,1.0,1.0,0.5,0.5,1.0,1.0,0.6667,1.0,0.3333,0.5,1.0,1.0,1.0,72,B+,1,Low
STU0850,0.8667,86.67,42.2,1.0,0.9167,0.625,0.1,0.0,1,0.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,0.6667,1.0,1.0,1.0,1.0,72,B+,1,Low
STU0851,0.3333,33.33,54.93,0.6,0.1667,0.25,0.4333,0.0,9,0.0,0.0,0.3333,0.5,0.0,0.0,0.0,1.0,0.0,0.3333,1.0,0.3333,0.0,0.5,0.6667,0.5,48,C-,0,High
STU0852,0.5333,53.33,46.73,0.8,0.5833,0.125,0.3,0.0,6,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.6667,0.0,0.5,0.3333,1.0,58,C+,1,Medium
STU0853,0.4,40.0,50.8,0.7,0.3333,0.125,0.4333,0.0,7,0.0,0.0,0.6667,0.0,0.5,0.5,0.5,0.0,0.0,0.3333,1.0,0.6667,0.5,0.5,0.3333,0.0,42,D+,0,High
STU0854,0.6,60.0,41.67,0.6,0.5833,0.625,0.2333,0.0,4,0.0,1.0,0.6667,0.5,1.0,1.0,0.5,1.0,1.0,0.6667,0.0,0.3333,0.0,0.0,0.6667,1.0,77,A-,1,Low
STU0855,0.2,20.0,60.33,0.4,0.1667,0.0,0.3333,0.0,12,0.0,0.0,0.3333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,40,D+,0,High
STU0856,0.8667,86.67,37.57,1.0,0.8333,0.75,0.1333,0.0,0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.6667,1.0,74,B+,1,Low
STU0857,0.7333,73.33,43.17,1.0,0.6667,0.5,0.2333,0.0,1,0.0,1.0,0.6667,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.6667,0.0,0.5,0.6667,0.5,75,A-,1,Low
STU0858,0.8333,83.33,42.7,0.9,0.9167,0.625,0.1333,0.0,0,0.5,1.0,0.6667,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6667,0.5,1.0,1.0,1.0,88,A+,1,Low
STU0859,0.8333,83.33,40.73,1.0,0.75,0.75,0.1667,0.0,1,0.3333,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333,1.0,74,B+,1,Low
STU0860,0.3,30.0,57.97,0.5,0.3333,0.0,0.4667,0.0,11,0.0,0.0,0.3333,0.0,1.0,0.0,0.0,1.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.6667,1.0,47,C-,0,High
STU0861,0.8,80.0,38.7,1.0,0.8333,0.5,0.1333,0.0,0,0.5,1.0,0.6667,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.6667,1.0,82,A,1,Low
STU0862,0.7667,76.67,44.7,0.9,0.8333,0.5,0.2333,0.0,2,0.0,0.0,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,0.6667,0.0,1.0,0.6667,1.0,61,B-,1,Medium
STU0863,0.8333,83.33,40.57,1.0,0.8333,0.625,0.1667,0.0,1,0.0,0.0,0.6667,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,89,A+,1,Low
STU0864,0.9,90.0,35.33,1.0,0.9167,0.75,0.1,0.0,0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,0.5,1.0,0.6667,1.0,94,A+,1,Low
STU0865,0.7,70.0,43.73,0.8,0.6667,0.625,0.2667,0.0,3,0.0,0.0,0.6667,1.0,0.5,0.5,0.0,1.0,1.0,1.0,0.0,0.6667,1.0,1.0,0.6667,1.0,66,B,1,Low
STU0866,0.5333,53.33,44.4,0.7,0.5833,0.25,0.3333,0.0,4,0.0,0.0,0.3333,0.0,1.0,0.5,0.5,1.0,1.0,0.3333,1.0,0.6667,0.5,0.5,0.6667,0.5,56,C+,1,Medium
STU0867,0.7667,76.67,42.3,0.8,0.8333,0.625,0.1,0.0,2,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.6667,0.0,0.6667,1.0,1.0,0.6667,0.5,87,A+,1,Low
STU0868,0.4667,46.67,49.47,0.7,0.4167,0.25,0.3667,0.0,5,0.0,0.0,0.0,0.5,0.5,1.0,0.5,1.0,1.0,0.3333,1.0,0.0,1.0,0.5,0.0,1.0,41,D+,0,High
STU0869,0.6333,63.33,41.37,0.6,0.8333,0.375,0.3,0.0,5,0.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.6667,1.0,0.3333,0.5,1.0,0.6667,1.0,62,B-,1,Medium
STU0870,0.8,80.0,44.5,0.9,0.75,0.75,0.1667,0.0,3,0.0,0.0,0.6667,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.3333,1.0,1.0,1.0,1.0,82,A,1,Low
STU0871,0.7,70.0,45.17,0.8,0.8333,0.375,0.2333,0.0,3,0.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,1.0,0.5,1.0,0.6667,1.0,71,B+,1,Low
STU0872,0.8667,86.67,44.4,0.9,0.8333,0.875,0.1,0.0,1,0.3333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333,0.5,0.5,1.0,1.0,96,A+,1,Low
STU0873,0.8667,86.67,39.57,0.9,1.0,0.625,0.1,0.0,1,0.0,0.0,0.6667,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,85,A+,1,Low
STU0874,0.4333,43.33,47.27,0.8,0.3333,0.125,0.4333,0.0,7,0.0,0.0,0.3333,0.0,0.5,1.0,0.0,1.0,1.0,0.3333,1.0,0.0,0.5,1.0,0.3333,0.5,42,D+,0,High
STU0875,0.7,70.0,44.07,0.9,0.9167,0.125,0.2333,0.0,1,0.0,0.0,0.6667,0.5,0.5,1.0,0.5,1.0,1.0,0.6667,1.0,1.0,0.5,0.5,0.6667,1.0,76,A-,1,Low
STU0876,0.7333,73.33,43.67,0.9,0.75,0.5,0.2,0.0,2,0.3333,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.3333,1.0,0.3333,1.0,0.5,0.6667,0.5,79,A-,1,Low
STU0877,0.6333,63.33,43.13,0.9,0.5833,0.375,0.2667,0.0,4,0.0,0.0,1.0,0.0,1.0,0.5,0.5,1.0,1.0,0.3333,1.0,0.6667,0.5,1.0,0.3333,1.0,53,C,1,Medium
STU0878,0.6,60.0,41.37,0.7,0.6667,0.375,0.2667,0.0,4,0.0,0.0,0.6667,0.5,1.0,0.5,0.5,0.0,0.0,0.3333,1.0,0.6667,1.0,1.0,0.6667,0.5,65,B,1,Low
STU0879,0.4,40.0,57.67,0.6,0.3333,0.25,0.3333,0.0,7,0.0,1.0,0.0,0.0,0.5,0.0,0.5,1.0,1.0,0.3333,1.0,1.0,0.0,0.0,0.3333,0.5,49,C-,0,High
STU0880,0.6333,63.33,41.33,0.8,0.6667,0.375,0.2333,0.0,4,0.0,0.0,0.6667,0.5,1.0,1.0,0.0,0.0,1.0,0.6667,1.0,0.3333,1.0,1.0,0.6667,0.5,67,B,1,Low
STU0881,0.6333,63.33,43.23,0.9,0.4167,0.625,0.2667,0.0,4,0.0,0.0,0.6667,0.5,1.0,0.5,1.0,1.0,0.0,0.6667,1.0,0.3333,1.0,0.5,0.3333,1.0,62,B-,1,Medium
STU0882,0.7667,76.67,42.37,0.9,0.75,0.625,0.2,0.0,2,0.0,0.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,0.6667,1.0,0.3333,1.0,1.0,1.0,1.0,59,C+,1,Medium
STU0883,0.2333,23.33,68.93,0.6,0.0833,0.0,0.5333,0.0,10,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.3333,0.0,0.3333,0.5,0.5,0.0,0.5,27,E,0,High
STU0884,0.7,70.0,42.1,0.8,0.75,0.5,0.2,0.0,4,0.0,0.0,0.3333,0.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.6667,0.5,1.0,1.0,1.0,63,B-,1,Medium
STU0885,0.6333,63.33,45.67,0.7,0.5833,0.625,0.2333,0.0,4,0.0,0.0,0.6667,0.5,1.0,1.0,0.5,0.0,0.0,1.0,1.0,0.3333,0.5,0.5,1.0,0.5,67,B,1,Low
STU0886,0.9,90.0,42.87,1.0,1.0,0.625,0.1,0.0,0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,1.0,1.0,1.0,0.6667,1.0,74,B+,1,Low
STU0887,0.5333,53.33,38.57,0.7,0.5833,0.25,0.3333,0.0,5,0.0,1.0,0.6667,0.0,1.0,0.5,0.5,0.0,1.0,0.6667,1.0,0.3333,0.0,0.5,0.3333,1.0,46,C-,0,High
STU0888,0.5667,56.67,46.2,0.8,0.5,0.375,0.3333,0.0,6,0.0,1.0,0.3333,1.0,0.0,0.5,0.0,1.0,1.0,0.3333,0.0,0.6667,0.0,1.0,1.0,1.0,54,C,1,Medium
STU0889,0.4667,46.67,51.03,0.5,0.5,0.375,0.3333,0.0,8,0.0,1.0,0.3333,1.0,1.0,0.5,0.5,1.0,0.0,0.3333,0.0,0.3333,0.0,0.0,0.3333,1.0,49,C-,0,High
STU0890,0.6,60.0,41.47,0.8,0.5833,0.375,0.2333,0.0,3,0.0,0.0,0.6667,0.5,1.0,1.0,0.5,1.0,0.0,0.0,1.0,0.6667,1.0,0.5,0.6667,0.5,65,B,1,Low
STU0891,0.4667,46.67,48.47,0.7,0.4167,0.25,0.4,0.0,6,0.0,0.0,1.0,0.5,1.0,0.5,0.5,1.0,0.0,0.0,1.0,0.3333,0.0,0.5,0.3333,0.5,60,B-,1,Medium
STU0892,0.8667,86.67,38.73,1.0,0.8333,0.75,0.1333,0.0,1,0.0,1.0,0.6667,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,78,A-,1,Low
STU0893,0.4333,43.33,53.93,0.8,0.4167,0.0,0.3667,0.0,7,0.0,0.0,0.3333,0.0,0.5,1.0,0.0,1.0,1.0,0.3333,1.0,0.3333,0.5,0.5,0.3333,0.5,49,C-,0,High
STU0894,0.9333,93.33,43.67,1.0,0.9167,0.875,0.0667,0.0,0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,93,A+,1,Low
STU0895,0.6,60.0,44.63,1.0,0.5833,0.125,0.3667,0.0,1,0.0,0.0,0.6667,0.5,0.5,0.5,0.5,1.0,1.0,0.6667,1.0,0.6667,0.5,0.5,0.6667,0.5,71,B+,1,Low
STU0896,0.6333,63.33,41.53,0.7,0.5833,0.625,0.2,0.0,4,0.0,1.0,0.6667,0.5,0.0,1.0,1.0,0.0,0.0,0.3333,1.0,1.0,0.5,0.5,1.0,0.5,67,B,1,Low
STU0897,0.5667,56.67,47.33,0.9,0.5833,0.125,0.3667,0.0,3,0.0,0.0,0.6667,0.5,0.5,1.0,0.5,1.0,0.0,0.6667,1.0,0.6667,0.5,0.5,0.0,1.0,40,D+,0,High
STU0898,0.6333,63.33,43.83,0.8,0.5833,0.5,0.2667,0.0,3,0.0,1.0,0.6667,0.5,0.5,1.0,0.5,1.0,0.0,0.3333,1.0,1.0,0.0,1.0,0.6667,0.5,61,B-,1,Medium
STU0899,0.3333,33.33,56.1,0.5,0.3333,0.125,0.4,0.0,6,0.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,0.0,1.0,0.0,0.5,0.0,0.0,1.0,38,D,0,High
STU0900,0.8,80.0,41.9,0.8,0.8333,0.75,0.1333,0.0,1,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.6667,1.0,0.6667,1.0,0.5,1.0,0.5,69,B,1,Low
STU0901,0.3333,33.33,62.0,0.6,0.25,0.125,0.4667,0.0,8,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.3333,1.0,0.3333,0.5,0.5,0.3333,0.0,36,D,0,High
STU0902,0.5333,53.33,43.2,0.8,0.4167,0.375,0.4,0.0,5,0.0,0.0,0.6667,1.0,0.5,0.5,0.0,1.0,0.0,1.0,0.0,0.6667,0.5,0.5,0.3333,0.5,53,C,1,Medium
STU0903,0.3667,36.67,49.67,0.6,0.3333,0.125,0.4,0.0333,9,0.0,1.0,0.3333,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.3333,0.0,1.0,0.6667,0.5,37,D,0,High
STU0904,0.8667,86.67,35.5,0.9,0.9167,0.75,0.1,0.0,2,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.3333,1.0,1.0,1.0,1.0,1.0,1.0,86,A+,1,Low
STU0905,0.9333,93.33,38.3,1.0,0.9167,0.875,0.0667,0.0,0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,1.0,1.0,1.0,88,A+,1,Low
STU0906,0.4333,43.33,50.8,0.6,0.4167,0.25,0.3333,0.0,7,0.0,0.0,0.3333,0.0,0.5,0.0,0.5,1.0,0.0,0.3333,1.0,0.3333,1.0,0.5,0.6667,0.5,63,B-,1,Medium
STU0907,0.5,50.0,50.87,0.8,0.5,0.125,0.3667,0.0,6,0.0,0.0,0.3333,0.0,1.0,0.0,1.0,1.0,1.0,0.6667,1.0,0.6667,0.0,0.5,0.0,1.0,42,D+,0,High
STU0908,0.7667,76.67,40.2,1.0,0.75,0.5,0.2333,0.0,1,0.0,1.0,0.6667,0.5,1.0,1.0,0.0,1.0,1.0,0.6667,1.0,1.0,0.5,1.0,0.6667,1.0,73,B+,1,Low
STU0909,0.6667,66.67,43.87,0.9,0.75,0.25,0.3,0.0,3,0.0,0.0,0.6667,0.5,1.0,0.5,0.5,1.0,0.0,0.6667,1.0,1.0,0.5,1.0,1.0,0.0,75,A-,1,Low
STU0910,0.6333,63.33,43.67,0.9,0.5833,0.375,0.2667,0.0,4,0.0,0.0,0.3333,0.5,1.0,0.5,1.0,1.0,0.0,0.6667,1.0,0.3333,0.5,1.0,0.6667,1.0,81,A,1,Low
STU0911,0.7667,76.67,46.9,0.8,0.9167,0.5,0.2,0.0,1,0.3333,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.3333,1.0,1.0,1.0,0.5,0.6667,0.5,86,A+,1,Low
STU0912,0.8333,83.33,43.37,1.0,0.9167,0.5,0.1667,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6667,0.5,1.0,0.6667,1.0,80,A,1,Low
STU0913,0.3333,33.33,56.33,0.7,0.1667,0.125,0.4,0.0,9,0.0,0.0,0.3333,0.0,0.5,0.5,0.0,0.0,1.0,0.3333,1.0,0.3333,0.0,0.5,0.6667,0.0,41,D+,0,High
STU0914,0.2667,26.67,56.47,0.4,0.1667,0.25,0.4667,0.0,10,0.0,0.0,0.3333,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.3333,0.0,1.0,0.0,0.5,29,E,0,High
STU0915,0.5333,53.33,46.17,0.3,1.0,0.125,0.2667,0.0,4,0.0,0.0,0.6667,0.5,1.0,0.5,0.5,0.0,1.0,0.3333,1.0,0.6667,0.5,0.5,0.3333,0.5,54,C,1,Medium
STU0916,0.6667,66.67,44.73,0.7,0.75,0.5,0.2667,0.0,3,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0,1.0,0.0,1.0,0.3333,0.5,1.0,0.6667,1.0,59,C+,1,Medium
STU0917,0.7333,73.33,39.4,0.6,0.9167,0.625,0.1333,0.0,2,0.0,1.0,0.3333,0.5,1.0,1.0,1.0,1.0,1.0,0.6667,0.0,1.0,0.5,0.5,1.0,0.5,73,B+,1,Low
STU0918,0.8,80.0,37.07,1.0,0.8333,0.5,0.1667,0.0,3,0.0,0.0,0.3333,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6667,1.0,65,B,1,Low
STU0919,0.2667,26.67,59.8,0.4,0.1667,0.25,0.3667,0.0,9,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.3333,0.0,0.0,0.0,0.5,0.6667,0.5,43,D+,0,High
STU0920,0.8,80.0,39.8,1.0,0.75,0.625,0.2,0.0,2,0.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.6667,0.0,1.0,1.0,1.0,77,A-,1,Low
STU0921,0.5,50.0,46.27,0.7,0.5,0.25,0.4,0.0,5,0.0,1.0,0.3333,0.5,0.5,1.0,0.0,1.0,1.0,0.3333,1.0,0.0,0.5,1.0,0.6667,0.0,54,C,1,Medium
STU0922,0.6333,63.33,46.67,0.7,0.8333,0.25,0.2333,0.0,4,0.0,0.0,0.3333,0.5,0.5,1.0,0.5,1.0,1.0,0.3333,1.0,1.0,1.0,0.5,0.3333,1.0,56,C+,1,Medium
STU0923,0.6667,66.67,48.8,1.0,0.6667,0.25,0.3,0.0,3,0.0,1.0,0.6667,0.0,0.5,1.0,0.0,1.0,1.0,0.6667,1.0,0.3333,0.5,1.0,1.0,1.0,64,B-,1,Medium
STU0924,0.5,50.0,54.07,0.6,0.5,0.375,0.2667,0.0,6,0.0,0.0,0.6667,0.5,0.5,0.5,0.0,1.0,0.0,0.6667,0.0,0.3333,1.0,1.0,0.3333,0.5,46,C-,0,High
STU0925,0.6333,63.33,41.8,0.8,0.6667,0.375,0.2667,0.0,1,0.0,1.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,0.6667,1.0,0.6667,0.5,1.0,1.0,0.5,62,B-,1,Medium
STU0926,0.5333,53.33,48.7,0.7,0.5,0.375,0.2667,0.0,4,0.0,1.0,0.6667,0.0,0.0,1.0,0.5,1.0,1.0,0.3333,1.0,0.0,0.5,1.0,0.6667,0.5,37,D,0,High
STU0927,0.2667,26.67,61.9,0.2,0.3333,0.25,0.4,0.0,9,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,1.0,0.3333,0.0,0.3333,0.0,0.5,0.0,0.5,30,E,0,High
STU0928,0.6,60.0,42.8,0.6,0.6667,0.5,0.2333,0.0333,5,0.0,0.0,0.3333,0.5,1.0,0.5,1.0,0.0,0.0,0.6667,1.0,0.3333,0.5,1.0,0.6667,1.0,79,A-,1,Low
STU0929,0.7333,73.33,43.1,0.9,0.8333,0.375,0.2,0.0,1,0.3333,1.0,0.6667,0.5,1.0,0.5,0.5,1.0,1.0,0.3333,1.0,0.6667,1.0,1.0,0.6667,1.0,77,A-,1,Low
STU0930,0.2333,23.33,63.9,0.4,0.25,0.0,0.4667,0.0,10,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.6667,0.0,0.0,0.6667,0.0,39,D,0,High
STU0931,0.4333,43.33,45.57,0.6,0.5,0.125,0.3667,0.0,8,0.0,0.0,0.3333,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6667,0.0,1.0,0.6667,1.0,33,E,0,High
STU0932,0.4333,43.33,47.17,0.6,0.4167,0.25,0.4,0.0,7,0.0,1.0,0.3333,1.0,0.0,0.5,0.5,1.0,0.0,0.3333,1.0,0.3333,0.0,0.5,0.6667,0.0,58,C+,1,Medium
STU0933,0.5,50.0,53.53,0.7,0.5833,0.125,0.2667,0.0,5,0.0,0.0,0.6667,0.5,0.0,1.0,0.5,1.0,0.0,0.0,1.0,0.3333,0.5,1.0,0.6667,0.5,37,D,0,High
STU0934,0.5,50.0,44.37,0.5,0.6667,0.25,0.2667,0.0,5,0.0,0.0,0.6667,0.5,1.0,1.0,0.0,1.0,0.0,0.6667,0.0,0.0,0.5,0.5,0.6667,0.5,38,D,0,High
STU0935,0.6,60.0,45.27,0.6,0.75,0.375,0.2667,0.0,5,0.0,0.0,0.3333,1.0,0.5,0.5,0.5,0.0,0.0,0.6667,0.0,1.0,1.0,1.0,0.6667,0.5,57,C+,1,Medium
STU0936,0.2333,23.33,64.17,0.3,0.3333,0.0,0.3333,0.0,9,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.3333,1.0,0.0,0.0,0.5,0.0,0.5,25,E,0,High
STU0937,0.5333,53.33,42.4,0.5,0.3333,0.875,0.2333,0.0,6,0.0,1.0,0.3333,1.0,0.5,0.5,0.5,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,45,C-,0,High
STU0938,0.4667,46.67,44.97,0.6,0.5,0.25,0.3667,0.0,7,0.0,0.0,0.3333,0.0,0.5,0.5,0.0,0.0,1.0,0.3333,1.0,0.3333,0.5,1.0,0.6667,1.0,64,B-,1,Medium
STU0939,0.8,80.0,45.33,1.0,0.8333,0.5,0.2,0.0,0,0.5,1.0,0.6667,0.5,1.0,1.0,0.5,1.0,1.0,0.6667,1.0,1.0,0.5,1.0,1.0,0.5,77,A-,1,Low
STU0940,0.3667,36.67,60.8,0.8,0.1667,0.125,0.4333,0.0,6,0.0,0.0,0.3333,0.0,0.5,0.5,0.5,1.0,0.0,0.6667,1.0,0.0,0.5,0.5,0.0,0.5,44,D+,0,High
STU0941,0.3333,33.33,67.47,0.6,0.25,0.125,0.4333,0.0,7,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.3333,1.0,0.0,0.5,0.5,0.6667,0.5,33,E,0,High
STU0942,0.9,90.0,43.47,1.0,0.9167,0.75,0.1,0.0,1,0.0,0.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,86,A+,1,Low
STU0943,0.6,60.0,43.63,0.5,0.5833,0.75,0.2333,0.0,4,0.0,1.0,0.6667,1.0,0.0,0.5,1.0,0.0,0.0,0.3333,1.0,0.6667,0.5,0.5,0.6667,1.0,58,C+,1,Medium
STU0944,0.6333,63.33,42.53,0.8,0.6667,0.375,0.3,0.0,4,0.0,0.0,0.3333,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.3333,0.5,0.0,1.0,0.5,70,B+,1,Low
STU0945,0.3667,36.67,55.47,0.5,0.4167,0.125,0.4,0.0,7,0.0,0.0,0.6667,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.6667,0.0,0.5,0.6667,0.5,51,C,1,Medium
STU0946,0.4,40.0,52.87,0.5,0.5,0.125,0.3333,0.0,7,0.0,0.0,0.6667,0.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.3333,0.0,37,D,0,High
STU0947,0.9667,96.67,39.1,1.0,1.0,0.875,0.0333,0.0,0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,89,A+,1,Low
STU0948,0.6333,63.33,39.87,0.8,0.5833,0.5,0.2,0.0,2,0.0,1.0,1.0,0.5,0.5,0.0,0.5,1.0,1.0,0.6667,1.0,0.6667,0.0,1.0,0.6667,0.5,73,B+,1,Low
STU0949,0.8333,83.33,42.73,0.9,1.0,0.5,0.1333,0.0,1,0.0,1.0,0.6667,0.5,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.6667,1.0,1.0,1.0,1.0,76,A-,1,Low
STU0950,0.4667,46.67,48.07,0.6,0.5,0.25,0.3667,0.0,6,0.0,0.0,0.6667,0.0,0.5,1.0,0.5,0.0,0.0,0.6667,1.0,0.3333,0.0,0.5,0.6667,0.5,44,D+,0,High
STU0951,0.9,90.0,41.3,0.9,1.0,0.75,0.0667,0.0,0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.6667,1.0,1.0,1.0,1.0,0.6667,1.0,68,B,1,Low
